score,accuracy,average_response_time,questions_attempted,performance_category
104.0,49.56,10.0,21,Average Performer
90.0,50.0,29.95,18,Low Performer
100.0,49.99,15.91,20,Average Performer
415.0,99.03,15.68,33,High Performer
11.0,7.79,26.79,14,Low Performer
126.0,30.0,20.1,42,Average Performer
81.0,36.87,11.41,22,Average Performer
104.0,54.66,16.0,19,Average Performer
293.0,74.92,11.46,31,High Performer
411.0,100.0,13.83,38,High Performer
165.0,63.3,21.04,26,Average Performer
67.0,41.57,10.0,16,Average Performer
475.0,84.74,5.0,48,High Performer
303.0,76.68,10.52,33,High Performer
97.0,44.06,23.01,22,Average Performer
278.0,75.0,23.85,37,Average Performer
35.0,32.13,26.66,11,Low Performer
260.0,77.73,14.72,25,High Performer
266.0,88.08,10.57,23,High Performer
104.0,57.67,18.23,18,Average Performer
156.0,55.55,13.07,28,Average Performer
36.0,39.9,21.36,9,Low Performer
422.0,93.7,8.52,37,High Performer
161.0,36.57,17.05,44,Average Performer
471.0,78.51,5.0,47,High Performer
14.0,28.84,29.93,5,Low Performer
20.0,17.98,24.26,11,Low Performer
458.0,88.24,11.16,46,High Performer
287.0,80.8,14.78,32,High Performer
81.0,54.32,15.14,15,Average Performer
269.0,75.18,9.03,30,High Performer
254.0,65.04,22.51,39,Average Performer
346.0,78.96,12.62,35,High Performer
97.0,53.86,19.86,18,Average Performer
5.0,10.32,25.38,5,Low Performer
17.0,20.72,15.0,8,Low Performer
209.0,65.44,14.6,32,Average Performer
447.0,100.0,18.57,42,High Performer
261.0,83.33,8.31,23,High Performer
350.0,85.48,16.96,32,High Performer
117.0,41.69,23.17,28,Low Performer
137.0,68.43,15.88,20,Average Performer
165.0,75.0,10.18,22,Average Performer
23.0,15.03,25.76,15,Low Performer
95.0,47.57,21.97,20,Low Performer
102.0,50.94,11.84,20,Average Performer
493.0,93.13,16.3,46,High Performer
154.0,38.4,20.15,40,Average Performer
87.0,48.41,16.5,18,Average Performer
5.0,5.79,28.19,8,Low Performer
195.0,69.61,17.86,28,Average Performer
133.0,55.55,15.41,24,Average Performer
307.0,90.58,14.52,28,High Performer
156.0,40.12,20.86,39,Average Performer
292.0,75.0,15.44,39,Average Performer
10.0,8.22,20.57,12,Low Performer
374.0,89.93,15.55,38,High Performer
473.0,98.17,13.93,46,High Performer
228.0,58.42,10.0,39,Average Performer
114.0,63.27,13.53,18,Average Performer
322.0,75.0,21.05,43,Average Performer
190.0,61.23,18.48,31,Average Performer
380.0,84.37,9.84,44,High Performer
104.0,65.21,15.43,16,Average Performer
416.0,93.72,9.75,39,High Performer
99.0,49.3,25.29,20,Average Performer
107.0,38.19,18.14,28,Average Performer
315.0,85.28,14.6,33,High Performer
298.0,100.0,5.27,25,High Performer
437.0,94.82,12.69,44,High Performer
86.0,47.59,16.44,18,Average Performer
165.0,51.5,20.47,32,Average Performer
149.0,36.42,11.05,41,Average Performer
64.0,42.76,26.06,15,Low Performer
151.0,50.22,16.18,30,Average Performer
71.0,33.7,28.41,21,Low Performer
103.0,48.87,14.28,21,Average Performer
115.0,60.58,21.85,19,Average Performer
410.0,87.24,7.02,42,High Performer
271.0,73.14,18.61,37,Average Performer
466.0,94.5,12.87,43,High Performer
135.0,43.42,25.33,31,Average Performer
106.0,50.42,13.64,21,Average Performer
30.0,33.37,19.97,9,Low Performer
331.0,93.27,10.71,32,High Performer
75.0,50.0,21.89,15,Low Performer
130.0,34.16,15.14,38,Average Performer
323.0,77.8,13.88,36,High Performer
228.0,57.08,17.91,40,Average Performer
99.0,34.22,22.55,29,Low Performer
291.0,80.06,7.55,27,High Performer
126.0,30.0,26.02,42,Average Performer
100.0,58.7,17.78,17,Average Performer
271.0,67.69,13.36,40,Average Performer
311.0,82.51,9.58,28,High Performer
147.0,63.83,15.71,23,Average Performer
245.0,61.32,21.13,40,Average Performer
81.0,42.54,13.1,19,Average Performer
80.0,36.47,20.34,22,Low Performer
416.0,72.62,15.04,49,High Performer
15.0,9.85,24.45,15,Low Performer
311.0,73.77,13.97,33,High Performer
232.0,75.0,21.35,31,Average Performer
285.0,90.95,14.21,26,High Performer
107.0,56.58,23.07,19,Average Performer
77.0,48.26,16.23,16,Average Performer
134.0,37.16,24.1,36,Average Performer
84.0,30.0,10.0,28,Average Performer
248.0,70.92,11.86,35,Average Performer
27.0,29.96,21.36,9,Low Performer
126.0,30.77,26.3,41,Average Performer
215.0,72.48,11.73,26,High Performer
16.0,7.84,18.1,20,Low Performer
267.0,74.27,17.83,36,Average Performer
91.0,33.76,19.43,27,Low Performer
125.0,44.63,18.47,28,Average Performer
473.0,97.63,21.65,45,High Performer
452.0,88.77,11.75,46,High Performer
431.0,100.0,18.25,41,High Performer
103.0,54.18,18.82,19,Average Performer
98.0,51.42,17.85,19,Average Performer
27.0,18.0,28.17,15,Low Performer
125.0,56.78,18.35,22,Average Performer
429.0,99.75,19.1,35,High Performer
73.0,43.0,30.0,17,Low Performer
151.0,34.32,16.01,44,Average Performer
245.0,64.36,17.51,38,Average Performer
120.0,50.0,18.66,24,Low Performer
266.0,81.36,20.4,28,High Performer
153.0,72.94,21.66,21,Average Performer
112.0,30.19,25.08,37,Average Performer
126.0,48.41,20.08,26,Low Performer
301.0,90.47,5.68,29,High Performer
137.0,47.14,21.44,29,Average Performer
297.0,77.32,10.57,34,High Performer
401.0,87.24,16.13,39,High Performer
72.0,37.81,28.59,19,Low Performer
160.0,72.69,18.2,22,Average Performer
87.0,41.36,26.1,21,Low Performer
30.0,37.3,23.96,8,Low Performer
125.0,50.0,30.0,25,Low Performer
164.0,45.57,14.98,36,Average Performer
223.0,70.88,19.42,24,High Performer
257.0,84.3,11.8,25,High Performer
65.0,43.28,11.02,15,Average Performer
195.0,72.39,22.22,27,Average Performer
238.0,80.15,14.84,20,High Performer
216.0,67.39,12.37,25,High Performer
388.0,67.97,16.34,49,High Performer
50.0,33.49,23.35,15,Low Performer
120.0,75.0,20.76,16,Average Performer
228.0,58.46,16.15,39,Average Performer
315.0,75.0,19.24,42,Average Performer
180.0,75.0,16.52,24,Average Performer
20.0,22.04,29.34,9,Low Performer
114.0,71.35,12.17,16,Average Performer
202.0,75.0,21.51,27,Average Performer
385.0,85.96,10.46,40,High Performer
330.0,75.0,22.68,44,Average Performer
78.0,30.0,18.37,26,Average Performer
24.0,21.48,17.25,11,Low Performer
211.0,55.46,26.43,38,Average Performer
239.0,91.33,6.22,21,High Performer
353.0,95.54,16.44,29,High Performer
12.0,17.42,30.0,7,Low Performer
312.0,72.65,15.49,43,Average Performer
154.0,51.39,12.73,30,Average Performer
215.0,51.17,10.0,42,Average Performer
257.0,81.8,11.08,21,High Performer
219.0,64.3,15.36,34,Average Performer
345.0,88.99,14.22,35,High Performer
117.0,68.68,21.23,17,Average Performer
325.0,83.48,9.4,32,High Performer
51.0,31.98,20.73,16,Average Performer
95.0,39.72,26.6,24,Average Performer
210.0,75.22,5.0,20,High Performer
208.0,50.61,30.0,41,Average Performer
90.0,45.05,25.88,20,Low Performer
198.0,49.54,13.21,40,Average Performer
234.0,60.0,11.06,32,High Performer
22.0,31.98,30.0,7,Low Performer
199.0,64.34,15.6,31,Average Performer
3.0,1.02,26.8,27,Low Performer
63.0,37.12,16.66,17,Average Performer
102.0,53.83,12.41,19,Average Performer
42.0,26.23,19.08,16,Low Performer
177.0,58.94,20.86,30,Average Performer
178.0,49.31,10.0,36,Average Performer
192.0,49.26,16.66,39,Average Performer
98.0,61.16,15.18,16,Average Performer
248.0,75.0,23.01,33,Average Performer
424.0,92.0,12.8,38,High Performer
278.0,75.0,19.24,37,Average Performer
5.0,1.85,23.49,27,Low Performer
154.0,49.55,16.7,31,Average Performer
61.0,27.95,27.82,22,Low Performer
255.0,92.46,15.32,22,High Performer
107.0,66.67,10.67,16,Average Performer
382.0,81.85,9.86,43,High Performer
201.0,52.89,19.2,38,Average Performer
50.0,31.15,27.17,16,Low Performer
221.0,91.16,6.55,20,High Performer
123.0,39.63,22.79,31,Average Performer
124.0,45.76,16.82,27,Average Performer
76.0,34.48,20.93,22,Average Performer
113.0,46.91,20.62,24,Average Performer
106.0,55.83,15.63,19,Average Performer
85.0,49.71,13.81,17,Average Performer
130.0,50.0,23.07,26,Low Performer
115.0,50.0,26.57,23,Low Performer
263.0,76.16,8.0,29,High Performer
28.0,31.24,17.81,9,Low Performer
182.0,69.85,10.0,26,Average Performer
424.0,100.0,5.18,33,High Performer
341.0,96.88,13.04,29,High Performer
18.0,18.23,29.36,10,Low Performer
135.0,75.0,13.87,18,Average Performer
244.0,60.97,23.48,40,Average Performer
67.0,31.96,30.0,21,Low Performer
360.0,81.41,8.3,39,High Performer
273.0,70.15,7.61,32,High Performer
433.0,88.62,5.75,41,High Performer
33.0,30.17,19.22,11,Low Performer
240.0,66.67,15.54,36,Average Performer
174.0,66.29,17.69,24,High Performer
133.0,35.88,16.18,37,Average Performer
351.0,87.96,14.48,34,High Performer
66.0,28.7,30.0,23,Low Performer
149.0,36.23,13.89,41,Average Performer
267.0,72.69,7.73,32,High Performer
32.0,28.68,26.77,11,Low Performer
66.0,44.13,18.59,15,Average Performer
20.0,18.46,22.09,11,Low Performer
72.0,29.8,19.77,24,Low Performer
191.0,48.91,20.75,39,Average Performer
269.0,62.65,18.65,43,Average Performer
109.0,72.98,18.54,15,Average Performer
308.0,75.0,21.61,41,Average Performer
78.0,30.0,22.6,26,Average Performer
417.0,87.14,14.58,42,High Performer
154.0,38.52,19.69,40,Average Performer
109.0,31.17,17.31,35,Average Performer
120.0,50.0,18.34,24,Low Performer
484.0,95.38,16.16,48,High Performer
163.0,62.7,15.1,26,Average Performer
446.0,79.89,14.19,48,High Performer
225.0,84.37,5.0,21,High Performer
499.0,90.93,11.38,47,High Performer
125.0,38.92,15.01,32,Average Performer
50.0,33.42,23.63,15,Low Performer
110.0,58.07,23.48,19,Average Performer
257.0,58.4,21.13,44,Average Performer
240.0,80.17,10.33,26,High Performer
184.0,52.43,24.75,35,Average Performer
210.0,75.0,26.36,28,Average Performer
274.0,73.93,22.32,37,Average Performer
53.0,31.05,30.0,17,Low Performer
213.0,87.5,14.32,21,High Performer
367.0,90.38,9.12,34,High Performer
151.0,71.67,17.1,21,Average Performer
149.0,67.92,19.8,22,Average Performer
210.0,61.85,16.15,34,Average Performer
341.0,79.7,8.69,33,High Performer
274.0,74.65,24.55,26,High Performer
309.0,76.02,5.0,32,High Performer
86.0,53.55,10.0,16,Average Performer
156.0,45.95,15.47,34,Average Performer
191.0,70.9,23.82,27,Average Performer
213.0,56.15,29.62,38,Average Performer
102.0,67.94,22.03,15,Average Performer
222.0,69.52,27.87,32,Average Performer
399.0,75.81,11.71,47,High Performer
491.0,93.52,18.84,42,High Performer
20.0,33.77,20.77,6,Low Performer
237.0,63.96,16.39,37,Average Performer
169.0,56.19,18.81,30,Average Performer
171.0,60.97,20.17,28,Average Performer
186.0,68.85,10.0,27,Average Performer
312.0,87.14,15.49,27,High Performer
46.0,25.4,30.0,18,Low Performer
69.0,28.58,30.0,24,Low Performer
254.0,100.0,9.99,21,High Performer
391.0,77.64,9.93,42,High Performer
45.0,45.07,24.67,10,Low Performer
112.0,41.54,10.0,27,Average Performer
18.0,11.71,24.62,15,Low Performer
27.0,22.67,29.31,12,Low Performer
131.0,46.96,17.14,28,Average Performer
120.0,75.0,23.88,16,Average Performer
132.0,30.0,12.21,44,Average Performer
115.0,34.96,18.88,33,Average Performer
23.0,32.3,25.14,7,Low Performer
46.0,37.99,28.62,12,Low Performer
353.0,94.38,16.21,30,High Performer
202.0,75.0,15.3,27,Average Performer
43.0,28.9,24.19,15,Low Performer
226.0,62.71,30.0,36,Average Performer
14.0,8.26,25.63,17,Low Performer
83.0,33.12,22.47,25,Low Performer
258.0,66.06,21.48,39,Average Performer
64.0,37.88,22.17,17,Average Performer
122.0,67.57,19.74,18,Average Performer
102.0,30.93,23.87,33,Average Performer
184.0,49.61,20.45,37,Average Performer
208.0,65.08,14.54,32,Average Performer
247.0,56.12,19.94,44,Average Performer
274.0,70.34,22.06,39,Average Performer
314.0,82.65,9.09,36,High Performer
35.0,27.26,22.83,13,Low Performer
182.0,42.4,10.0,43,Average Performer
58.0,32.13,20.9,18,Low Performer
145.0,50.0,26.15,29,Low Performer
40.0,15.46,26.63,26,Low Performer
357.0,93.56,10.1,34,High Performer
49.0,27.14,26.46,18,Low Performer
121.0,71.38,18.2,17,Average Performer
82.0,48.33,16.83,17,Average Performer
181.0,46.54,26.17,39,Average Performer
51.0,39.08,29.3,13,Low Performer
10.0,9.43,24.15,11,Low Performer
165.0,43.39,14.35,38,Average Performer
243.0,60.66,21.43,40,Average Performer
42.0,23.17,15.0,18,Low Performer
85.0,32.87,18.35,26,Average Performer
136.0,71.7,19.86,19,Average Performer
238.0,62.59,18.83,38,Average Performer
138.0,43.21,18.82,32,Average Performer
382.0,93.22,8.0,37,High Performer
145.0,50.08,20.6,29,Average Performer
219.0,80.63,12.8,21,High Performer
306.0,100.0,15.69,25,High Performer
173.0,45.56,14.26,38,Average Performer
169.0,52.86,10.71,32,Average Performer
119.0,59.54,18.69,20,Average Performer
129.0,61.28,20.55,21,Average Performer
392.0,73.12,19.82,46,High Performer
128.0,64.15,24.04,20,Average Performer
283.0,70.71,18.6,40,Average Performer
235.0,78.2,12.78,26,High Performer
173.0,59.74,21.53,29,Average Performer
28.0,11.51,30.0,24,Low Performer
152.0,72.41,23.75,21,Average Performer
392.0,89.45,13.08,38,High Performer
225.0,75.0,16.73,30,Average Performer
227.0,55.48,16.0,41,Average Performer
169.0,54.48,21.72,31,Average Performer
148.0,61.71,22.17,24,Average Performer
79.0,37.65,21.18,21,Low Performer
134.0,31.07,21.54,43,Average Performer
172.0,75.0,11.35,23,Average Performer
316.0,100.0,5.0,25,High Performer
291.0,92.08,15.3,26,High Performer
364.0,97.48,5.0,31,High Performer
141.0,43.91,14.87,32,Average Performer
409.0,88.29,10.08,42,High Performer
311.0,82.98,15.58,31,High Performer
43.0,39.17,26.57,11,Low Performer
183.0,65.18,10.0,28,Average Performer
165.0,44.47,22.21,37,Average Performer
345.0,90.39,16.28,31,High Performer
255.0,75.62,11.03,30,High Performer
119.0,49.76,12.88,24,Average Performer
216.0,55.27,11.34,39,Average Performer
174.0,58.02,18.09,30,Average Performer
356.0,86.17,5.66,34,High Performer
202.0,63.1,20.7,32,Average Performer
141.0,42.69,12.06,33,Average Performer
192.0,60.0,12.34,29,High Performer
316.0,88.82,9.9,33,High Performer
199.0,55.4,14.5,36,Average Performer
162.0,73.42,23.45,22,Average Performer
396.0,96.36,11.52,38,High Performer
102.0,30.0,17.57,34,Average Performer
325.0,97.72,12.03,30,High Performer
442.0,80.92,9.67,48,High Performer
164.0,45.64,13.06,36,Average Performer
80.0,42.25,17.48,19,Low Performer
320.0,92.22,11.24,26,High Performer
446.0,91.26,13.61,43,High Performer
7.0,3.28,21.71,20,Low Performer
253.0,61.8,13.06,41,Average Performer
93.0,42.41,11.86,22,Average Performer
70.0,36.97,30.0,19,Low Performer
390.0,85.7,10.28,41,High Performer
137.0,54.66,22.01,25,Average Performer
30.0,24.86,19.96,12,Low Performer
285.0,82.31,10.14,28,High Performer
406.0,78.77,17.36,41,High Performer
409.0,86.2,14.43,42,High Performer
347.0,85.47,23.04,35,High Performer
121.0,43.38,10.0,28,Average Performer
252.0,76.53,13.13,25,High Performer
115.0,50.06,26.33,23,Average Performer
252.0,57.3,15.75,44,Average Performer
211.0,72.76,20.3,29,Average Performer
401.0,99.41,12.17,35,High Performer
196.0,70.0,11.68,28,Average Performer
57.0,38.07,18.14,15,Low Performer
87.0,57.75,11.69,15,Average Performer
99.0,49.27,13.6,20,Average Performer
472.0,84.73,5.75,48,High Performer
80.0,33.47,22.26,24,Average Performer
453.0,100.0,14.05,41,High Performer
322.0,83.74,16.46,33,High Performer
447.0,98.92,10.79,42,High Performer
141.0,58.95,18.21,24,Average Performer
81.0,50.82,16.42,16,Average Performer
303.0,89.3,18.96,30,High Performer
29.0,47.95,28.87,6,Low Performer
211.0,85.35,13.14,20,High Performer
75.0,37.25,24.75,20,Low Performer
287.0,83.44,8.53,26,High Performer
138.0,68.8,11.51,20,Average Performer
330.0,89.0,13.3,32,High Performer
270.0,85.58,14.06,25,High Performer
115.0,41.09,25.23,28,Average Performer
240.0,85.05,16.69,23,High Performer
212.0,62.33,21.29,34,Average Performer
2.0,2.28,22.11,7,Low Performer
20.0,11.83,24.05,17,Low Performer
169.0,67.77,22.46,25,Average Performer
206.0,60.58,16.65,34,Average Performer
90.0,50.0,25.92,18,Low Performer
536.0,100.0,11.3,47,High Performer
198.0,64.18,10.75,22,High Performer
480.0,92.22,13.06,44,High Performer
34.0,48.79,21.61,7,Low Performer
119.0,38.33,18.7,31,Average Performer
101.0,59.58,10.0,17,Average Performer
95.0,63.08,18.8,15,Average Performer
475.0,98.05,10.93,41,High Performer
239.0,68.42,14.74,35,Average Performer
115.0,39.61,21.4,29,Low Performer
289.0,100.0,11.69,26,High Performer
314.0,91.43,12.3,25,High Performer
178.0,41.44,19.06,43,Average Performer
121.0,54.95,21.03,22,Average Performer
242.0,57.52,10.59,42,Average Performer
289.0,65.72,15.97,44,Average Performer
18.0,25.97,30.0,7,Low Performer
146.0,33.15,24.57,44,Average Performer
99.0,30.0,13.14,33,Average Performer
114.0,37.97,18.17,30,Average Performer
173.0,63.89,20.93,27,Average Performer
110.0,50.0,24.71,22,Low Performer
164.0,56.66,29.7,29,Average Performer
111.0,46.34,23.99,24,Average Performer
343.0,95.91,11.18,32,High Performer
65.0,50.0,19.51,13,Low Performer
135.0,46.53,30.0,29,Low Performer
68.0,35.58,20.38,19,Low Performer
25.0,27.24,23.55,9,Low Performer
132.0,30.0,18.72,44,Average Performer
103.0,49.06,13.73,21,Average Performer
164.0,74.44,18.38,22,Average Performer
127.0,52.9,17.49,24,Average Performer
16.0,17.69,29.29,9,Low Performer
162.0,41.46,10.0,39,Average Performer
109.0,54.6,18.52,20,Average Performer
246.0,68.39,17.69,26,High Performer
128.0,58.17,10.0,22,Average Performer
178.0,55.62,16.19,32,Average Performer
95.0,43.29,30.0,22,Average Performer
234.0,77.02,9.81,29,High Performer
145.0,37.08,22.98,39,Average Performer
155.0,55.5,22.19,28,Average Performer
255.0,100.0,6.57,21,High Performer
60.0,30.0,19.49,20,Average Performer
424.0,95.73,14.98,37,High Performer
36.0,45.24,18.61,8,Low Performer
105.0,43.66,23.6,24,Low Performer
49.0,28.61,29.76,17,Low Performer
5.0,5.42,27.33,9,Low Performer
163.0,56.04,19.54,29,Average Performer
158.0,52.62,17.06,30,Average Performer
69.0,30.0,21.65,23,Average Performer
223.0,54.41,20.4,41,Average Performer
253.0,100.0,13.41,22,High Performer
97.0,44.3,22.33,22,Average Performer
50.0,21.56,27.54,23,Low Performer
43.0,28.43,24.84,15,Low Performer
270.0,95.23,13.85,25,High Performer
202.0,55.99,21.14,36,Average Performer
247.0,58.91,13.94,42,Average Performer
17.0,11.59,20.96,15,Low Performer
117.0,53.34,24.4,22,Average Performer
195.0,47.52,22.82,41,Average Performer
216.0,89.81,5.0,25,High Performer
131.0,45.15,20.51,29,Average Performer
